Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
1634,1,4/3/14 16:54,R_6tBSDgJ06tHEwqp,,,,,,,2,"I do think that it was wrong of Syria to used chemical weapons because the war is no longer just a danger to the soldiers, but to innocent people including young children. I do understand the concern of the United States and the concern of President Obama that it was a danger to our national security to not take action, however, I think it was a good thing that we did not become directly involved in their civil war. I believe that not speaking up and not taking action against their use of chemical weapons does give the impression that there was no international concern, like Obama was saying, however I do not think the appropriate action was to get involved in Syria's civil war. I do think the former president's suggestion of presenting the issue to the United Nations would be a more appropriate way of taking action. If the United States wanted to go to the United Nation and discuss the issue of Syria using chemical weapons and the danger it presents internationally, then I would support that decision. I would not support, however, the United States going to Syria to get involved in their civil war. ",6.825,539.489,541.911,14,4,5,4,5,3,4,4,4,3,2,3,2,4,3,3,3,4,4,5,5,5,3,6,5,3,6,5,4,4,4,5,2,19,1,1,Christian- Assemblies of God,3,Cell and Molecular Biology,3,3,1
844,1,4/3/14 17:21,R_06NXSQJwKZrf7sV,,,,,,,2,"In my own option, I do not believe the use of chemical weapons should be used in any circumstance. The leader of Syria has no right to harm the innocent people of his country, but also the United States should not be butting into everything that happens in other countries unless it effecting the US. We have no power of other countries and they are allowed to do as they please, but if the people in Syria do have a problem with how their government is working, then i believe the US would have the right to step in and help the people.",5.141,50.351,369.429,3,7,4,4,5,6,5,6,4,4,3,5,4,6,4,3,3,5,4,3,5,5,6,4,4,4,5,2,4,3,4,1,2,18,1,1,Lutheran,5,Nursing,2,3,2
1126,1,4/3/14 21:09,R_eL5JtHeG4KSGlmZ,,,,,,,2,"I am extremely upset to hear about the use of chemical weapons on the citizens of Syria.  I think it is very inhuman and I feel as though the US has to do something.  First off we have to do something because we said we would if chemical weapons were used.  If we don't stand behind our word then I feel like it will reduce our credibility and lessen any other threats that we try and make as a country.  I also feel like action must be taken because if we truly care about the well-being of people around the world, especially those who can't protect themselves, then we need to show it.  ",6.203,6.203,256.05,1,9,6,6,6,6,6,6,4,4,5,3,4,5,4,4,6,6,6,6,6,5,4,5,2,5,6,3,6,4,3,4,1,19,1,1,Christian ,5,Accounting ,2,5,1
268087,1,4/3/14 21:44,R_b3F9PyZdLzhp3Bb,,,,,,,2,,0,0,3.099,0,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,5,5,4,3,4,5,6,5,4,5,5,4,5,5,5,5,1,20,1,2,Christian,5,Business,1,1,2
1466,1,4/3/14 21:50,R_diKmvDTfbxivDOR,,,,,,,2,"I feel like the United States needs to stick to their word and remove the troops from Syria if they really did use chemical weapons because that is what we intended to do before. The Pope might be right that they get eternal punishment from this, but shouldn't they see the consequences here on Earth as well, so they can learn?",2.39,2.39,141.19,1,5,6,6,6,5,4,6,4,5,5,6,2,2,4,1,6,6,6,3,3,3,3,2,5,3,6,4,5,2,2,6,2,19,1,1,Christian,2,Communication Sciences and Disorders,1,1,1
993,1,4/4/14 3:13,R_1yJ3Wt6DHUUSCzj,,,,,,,2,"In my opinion, I think harming children, teens, women, and innocent people in general. No matte what kind of ""method"" is used to harm the victims, it is unhuman to even want to do things like that. Using toxic chemicals and other ways of torture are the most cruel ways to hurt someone. I can't stand how some things are ""acceptable"" in some countries. The United Nations should have total authority over any government. There's no reason that the world should sit back and watch and not take control, especially when the world is more powerful than a single country!",5.087,86.801,389.003,3,9,5,4,5,4,5,5,4,5,5,2,4,5,5,4,4,5,4,5,5,5,5,4,6,6,5,6,4,5,5,4,1,18,1,1,southern baptist,5,nursing,1,1,1
525,1,4/4/14 11:37,R_dg0meYeaHe04qsB,,,,,,,2,"I don't think that Syria should have used the chemical weapons that it used, especially if was deemed by international law to not be used at all.  The fact that they not only used it, but used it on their own people, shows that they have no respect for their people nor for the international law.  If no country had taken action, then it send the signal to not only Syria, but other countries, that it is okay to disobey the law.  It is not okay to disobey the law because no one is above the law, not even the leaders of their country.  The US, as well as other countries, should look for ways to ensure that this doesn't happen again and that innocent men, women, and children are not hurt by their leaders ever again as well.",1.959,1.959,143.016,1,7,3,5,5,5,4,6,1,6,6,6,3,5,5,5,6,4,2,2,6,6,3,5,6,5,6,2,3,4,6,6,2,20,3,2,Christian,3,psychology,1,3,1
1072,1,4/4/14 14:06,R_268E10ps2iGBmcZ,,,,,,,2,"My belief is that we should not act abound issues that don't involve our homeland. All the other nations don't care, they most of the time don't even ask for our help. They don't give other nations help or aid either, why should we be the ones to govern people that don't live in our homeland, let them do their own thing.",8.628,8.628,230.962,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,2,5,4,4,5,4,3,4,3,4,1,24,1,3,Christian,5,ag business,6,5,2
394,1,4/4/14 14:27,R_2tmmqCqFBW67Ofz,,,,,,,2,"I belief that we should not involve our selves in other nations doing, let them do their own thing, unless it is directed to our nation then we can take action",3.647,3.647,98.652,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,5,4,4,5,4,3,3,3,4,1,24,1,3,Christian,6,ag business,5,5,2
969,1,4/4/14 16:12,R_aid0CWpQQvpFOBf,,,,,,,2,"Honestly I don't know many information about Syria's situation, but it is definitely not right things to use chemical weapons to kill all of innocent people include children and others. I don't agree that U.S to support or control these kind of war, because every war created, victims are always common people. ",3.738,444.676,491.614,10,2,5,5,6,6,5,6,3,2,2,2,3,5,1,4,2,5,5,6,5,3,3,2,2,2,1,4,3,5,4,4,2,28,7,4,Christian,5,Graphic Design and illustration,2,2,2
490,1,4/5/14 17:04,R_5ciLNQY6CuNqrMF,,,,,,,2,"I think the United States was correct to react in the way that they did. I believe it is the job of a large, powerful country to do their part to try to keep the peace. If the United States has the resources and power to put a stop to Syria's use of chemical weapons i think they should. Too many counties would benefit from an United States intervention. There are times when i think that the U.S. should stay out of other country's issues, but in this case there is too much at risk. Too much damage could be done by Syria not only to neighboring countries, but to opposing countries like The United States. ",9.623,9.623,235.837,1,7,4,5,4,4,4,6,4,5,4,3,2,4,2,2,2,4,2,5,5,4,3,4,4,2,6,2,5,4,2,5,1,21,1,3,Christian,3,Administration Management,4,3,1
477,1,4/5/14 17:09,R_1QU8H1qCfJgmTkh,,,,,,,2,I personally don't agree with what President Obama did in Syria. I understand that he wants to stop the chemical warfare from happening but I do not think that this is something that we should personally involve ourselves in. The United States as a whole has many internal issues that must be looked at before we start helping those overseas. Once we get everything in our country straightened out then that is when we can look to help others out.,4.272,4.272,152.112,1,3,5,4,3,4,5,4,5,4,4,4,5,4,4,3,3,5,4,2,5,4,1,6,2,4,6,4,4,2,1,3,1,18,1,1,Christian,3,Undeclared,6,4,2
759,1,4/5/14 23:19,R_aXdWeiMZoxAV59r,,,,,,,2,"I believe the use of chemical weapons by Syria would cause conflicts not only to border countries but countries like the United States trying to protect innocent people and people who want to have a normal life without fear and hurtful incidents. Also, I believe Syria's use of chemical weapons would lead to more disaster and destruction causing their country to be broken apart in generally and causing corruption. Not only that, the country is already living in a political instability status just because the country do not change their political system and their view about economic and political processes. It is true that western countries like the United States's reactions would have to be dissatisfied with Syria's use of chemical weapons because Syria's government and its leader only use it for bad causes, trying to cause the world to be in a chaotic status and turning one country against another. Also, I believe that many leaders in the U.S. do not agree with the action of Syria's leader just because he does not think about his country, instead he wants to use weapons as a way to increase his power but in a destructive way, which have killed many innocent lives in past years. ",7.528,461.476,462.712,7,8,4,4,5,4,4,3,4,5,4,4,4,5,4,4,6,5,2,5,4,5,4,5,6,5,5,5,6,5,4,4,2,19,4,1,Catholic,5,Accounting,8,9,1
473,1,4/6/14 15:07,R_a9JvHAdV0SxrtAh,,,,,,,2,"When I first heard the news that Syria had used chemical weapons, I was astonished. Why would they attack their own people with deadly chemicals? It just doesn't make any sense why they would do that. When I found out the United States was going to intervene, I thought we should not be there but now I think that we saved lives over there. Many people still think we should have not gone over there but we save a lot of innocent lives.",2.052,200.563,207.9,6,6,4,5,2,4,4,5,3,5,4,3,2,5,5,3,2,4,6,6,6,5,4,4,5,6,6,5,5,5,6,6,1,19,1,1,Christian ,5,Agribusiness,2,2,1
585,1,4/6/14 15:47,R_e5JhtZGIXwBVTp3,,,,,,,2,"I find the use of chemical weapons, in any conflict, to be appalling.  I'm not now, nor have I ever been, ""pro-war"" but I understand conflict is often part of the human condition.  The fact that the WORLD can essentially come to an agreement about chemical weapons and how they have no place in armed conflicts is very telling.  Though I don't agree that the U.S. should continue to act as a ""world police"", I do feel the severity of this action demands a level of involvement between ourselves and the other nations of the world that stand on behalf of the victims.  We don't belong in every conflict, but we do belong in situations where our allies and friends need strength and resolve in the face of hatred and cruelty.",1.476,1.476,291.014,1,8,5,5,5,5,5,5,2,2,2,2,2,4,5,4,1,6,5,3,6,6,3,4,4,3,4,4,2,4,2,1,1,28,5,1,Athiest,8,Logistics and Supply/Business,2,8,1
1883,1,4/6/14 16:19,R_8kS6Sf3OSYsvbtX,,,,,,,2,"My reaction to Syria's use of chemical weapons would be completely negative. Using chemical weapons is one thing, but using them against your own people is another. In regard to the United States reaction, a part of me does think the US and allies should help, but at the same time, I do agree that we should stay out of it if it doesn't meet our overall goal. ",15.933,319.322,443.348,2,5,5,2,5,5,5,5,4,5,4,3,3,4,4,1,5,3,6,4,6,5,2,6,6,5,6,4,5,4,2,5,2,19,1,1,Catholic,1,Nursing,2,2,1
243,1,4/6/14 16:39,R_b8Ue2fLczK91D4p,,,,,,,2,The United states was not happy about Syria's use of chemical weapons. They believe this situation is very serious and very dangerous on Syria's part. The United states said they will do anything in their power to fix this problem,2.094,2.094,106.623,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,19,1,1,None,5,Psychology,1,1,2
390,1,4/6/14 19:17,R_eQDXvBihYMX6HiJ,,,,,,,2,I believe the use of chemical weapons in any way shape or form is a horrific ordeal. You can only imagine walking into a store or an area you frequently visit in your hometown and getting attacked by a large smog of chemically produced lethal gas. I think that Syria's use of chemical weapons was a terrible thing and the u.s. has rebutted quite persistently to their actions. President Obama has taken the correct form of action to show that the United States will not tolerate actions like chemical warfare and we will find a way to prevent it from happening anymore.  ,4.993,53.229,131.607,3,9,3,3,3,3,3,3,3,4,1,2,2,4,3,3,3,4,3,4,4,3,3,2,5,5,2,2,1,6,4,4,1,22,1,4,Catholic,10,Elementary Education,2,2,1
594,1,4/6/14 20:39,R_elck4hkZ9gyhfHT,,,,,,,2,,5.181,5.181,7.245,1,5,2,4,5,3,2,2,6,1,1,5,5,1,1,1,2,2,6,5,6,3,1,3,6,6,6,1,5,6,5,3,2,19,3,3,Catholic ,3,Agriculture Business,3,2,1
422,1,4/6/14 20:48,R_bHI1UTai1ChLUy1,,,,,,,2,I think that the United States had the right to talk about what is going on with Syria but to get involved is a entirely different activity. For the United States to be concerned that something may be happening is one thing but to send others in harms was is another. I think that the United States needs to inform its people of the events around the world but to not get involved with the government of another country. It can suggest to another country but not send military to control a country. I think that the United States needs to get involved with the problems in this growing country first then be worried about another country's problems.,19.972,192.281,195.41,4,5,1,1,3,3,2,4,5,1,1,1,1,1,1,1,3,4,5,5,6,4,1,2,5,6,6,1,5,6,6,3,2,19,3,3,Catholic,3,Agriculture Business,3,2,1
518,1,4/7/14 1:23,R_6EhlUixHx05A0Ch,,,,,,,2,"I think the Syria's use of chemical weapons completely violated the treaty created after WW1 to prevent chemical weapons from being purchased, used, manufactured, etc. That much is obvious. The use of chemical weapons on their own citizens makes this crime that much more deplorable. However, I don't think the United States should be the giant watchdog that scares other countries simply by being the United States. The United Nations should be the watchdog of the world, not the United States. I believe that this conflict was resolved late last year, but I can't be sure of it.",4.313,4.313,266.109,1,3,5,4,5,5,5,5,3,3,2,5,5,6,4,4,6,5,4,4,4,4,3,3,2,2,4,4,4,4,4,4,2,20,1,2,Christian-Assembly of God,4,History Education,4,7,2
829,1,4/7/14 10:34,R_9B0VmJbs7cD5cep,,,,,,,2,"Following the use of chemical weapons to Syria, the United States should respond. I agree that without full adequate military strength and power, the processes with the intention of stopping the Syrian government from its own actions could fail. However, if nothing is done, this could and will pose problems for the United States in forms such as terrorism, as well as the basic expectations that the United States is held to by other countries. Without proper action, countries that look toward the United States as a protective force may lose faith in its commitments and agenda.",5.678,246.658,365.012,16,8,5,5,5,4,4,6,4,5,5,3,2,4,6,4,6,5,3,2,5,5,2,4,5,3,4,6,5,2,3,6,1,20,1,3,Christian-Assemblies of God,3,Music Education,4,6,1
